DATE,Y,YM,M,W,D,YMW,Rain_inches,Wind_Direct,Temp_Atmo,Temp_RawWW,Temp_EffW,WFLow_MDG,Elect_Use_kWh,USD_per_MG,TSS_ER,TSS_EP,TSS_EE,TSS_LOAD_EE,TSS_Removal_lbPday,BOD5_ER,BOD5_EP,BOD5_EE,BOD5_LOAD_EE,BOD5_Remov_lbPday,NH3_ER,NH3_EE,NH3_LOAD_EE,NH3_Remov_lbPday,FECAL_EE,pH_ER,pH_EE,DO_EE,SO2_resid_EE,Cl2_Resid1,Cl2_Resid2,Comments,Sludge_RecyledPlusDeH2O_galx1000,Sludge_WASTED_gal,Sludge_PRIMARY_gal,TSS_EOD1,TSS_EOD2,TSS_EODRS,SettlePercent_HRS_30min_OD1,SettlePercent_HRS_30min_OD2,SVI_Avge_OD2,Vsperc_EOD1,Vsperc_EOD2,Vsperc_ODRS,SlugdeAge_OD1_2,SludgeAge_7dayAVG,FoodtoMass_OD1_2,FoodToMass_7dayAVG,Height_in_OD1,Height_in_OD2,AMPS_OD1,AMPS_OD2,DO_OD1_AM,DO_OD1_PM,DO_OD1_AVG,DO_OD2_AM,DO_OD2_PM,DO_OD2_AVG,NH3_OD1_AM,NH3_OD1_PM,NH3_OD2_AM,NH3_OD2_PM,NH3_OD2_AVG
12/19/16,2016,201612,12,4,,2016124,0.14,NE,44,70,70,2.449,9280,201.1297959,,,,,,,,,,,,,,,,7.3,6.2,7.5,0,1.556363636,1.421818182,CL,1052,0,11250,,,,76,77,,,,,,24.18368941,,,18,19,80,85,0.1,0.8,0.45,0.1,0.8,0.45,1.2,0.4,1.2,0.2,0.75
12/20/16,2016,201612,12,4,,2016124,0.02,NE,57,68,68,2.339,6560,148.8615385,140,68,4,78.1,2654.1216,146,126,3.3,64.4,2784.87612,33,1.3,25.4,618.64452,6,7.3,6.6,7.3,0,2.09,2.508333333,CL,1099,9027,11250,5360,4880,12100,80,80,156.5940788,0.638,0.639,,,34.32121075,,0.164099647,18,19,80,85,0.7,0.9,0.8,0.7,1,0.85,1.2,0.2,1.2,0.2,0.7
12/21/16,2016,201612,12,4,,2016124,0,NE,62,71,71,2.343,8320,188.8,,,,,,,,,,,,,,,,7.3,6.6,6.7,0,1.516666667,2.516666667,NB,1008,30182,11250,,,,80,82,,,,,,26.00231456,,0.154405628,18,19,81.5,85.5,0.2,0.5,0.35,0.1,0.4,0.25,1.2,0.3,1.4,0.3,0.8
12/22/16,2016,201612,12,4,,2016124,0.01,SE,62,74,74,2.252,6720,158.592,,,4,75.1,,,,2,37.5,,32,1.6,30,570.456,2,7.4,6.4,7.1,0,2.108333333,2.675,NB,1055,35077,11250,5560,5200,12600,80,80,148.865523,,,,,22.11300832,,0.095701597,18,19,81,85,1.2,0.7,0.95,1.2,0.8,1,3.6,0.2,3.6,0.2,1.9
12/23/16,2016,201612,12,4,,2016124,0,SE,74,73,73,2.271,7840,183.3938326,,,,,,,,,,,,,,,,7.3,6.4,7.3,0,2.4,2.983333333,JS,1244,19686,11250,,,,79,81,,,,,,22.79644126,,0.093573650,18,19,80,85,0.6,1.3,0.95,0.5,1.3,0.9,1.2,0.2,1.2,0.2,0.7
12/24/16,2016,201612,12,4,,2016124,0,SW,77,74,74,2.234,7360,175.2538117,,,,,,,,,,,,,,,,7.3,6.4,7.5,0,2.425,2.541666667,JS,1017,19705,11250,,,,80,80,,,,,,21.24673718,,0.091949691,18,19,80,85,0.3,1.3,0.8,0.3,1.3,0.8,2.4,0.1,2.4,0.1,1.25
12/25/16,2016,201612,12,4,,2016124,0,SE,78,75,75,2.087,7520,191.0583732,,,,,,,,,,,,,,,,7.2,6.4,7.5,0,2.241666667,2.416666667,JS,1062,20090,11250,,,,79,81,,,,,,20.24102184,,0.089429754,18,19,80,85,0.8,1,0.9,0.8,1.2,1,1.2,0.1,2.4,0.1,0.95
12/26/16,2016,201612,12,5,,2016125,0,SE,76,74,74,2.173,7200,176.1843318,,,,,,,,,,,,,,,,7.4,6.3,6.5,0,2.291666667,2.625,GB,1069,18378,11250,,,,77,78,,,,,,19.36921189,,0.087861793,18,19,102.5,105,0.6,0.9,0.75,0.6,0.8,0.7,1.2,0.2,1.2,0.2,0.7
12/27/16,2016,201612,12,5,,2016125,0,SW,78,74,74,2.213,8000,192.2171946,294,82,4,73.7,5345.106,228,130,2,36.9,4165.4964,21,0.87,16,371.024082,2,7.3,6.4,6.9,0,2.191666667,2.341666667,GB,1061,21453,11250,5560,5480,13200,74,78,137.7146458,0.758,0.766,,,16.97692264,,0.109834161,18,19,82.5,85,0.2,0.4,0.3,0.1,0.4,0.25,1.2,0.2,1.2,0.2,0.7
12/28/16,2016,201612,12,5,,2016125,0.01,SW,76,74,74,2.177,8160,198.759633,,,,,,,,,,,,,,,,7.3,6.6,6.4,0,2.133333333,2.216666667,CL,1060,17382,11250,,,,77,78,,,,,,16.22725636,,0.108704761,18,19,80,85,0.6,1.2,0.9,0.5,1.1,0.8,1.2,0.2,1.2,0.2,0.7
12/29/16,2016,201612,12,5,,2016125,0,SW,68,74,74,2.117,7200,180.3396226,98,102,4,70.7,1661.9952,152,,2,35.4,2652.12,16,0.33,5.8,277.058136,3,7.3,6.6,7.4,0,2.375,2.675,CL,1047,18137,11250,4320,4320,9200,74,80,178.2407407,,,,,17.79822057,,0.099498615,18,19,80,85,0.4,1.4,0.9,0.4,1.5,0.95,1.2,0.2,1.4,0.4,0.8
12/30/16,2016,201612,12,5,,2016125,0,NE,49,71,71,2.103,8000,202.2857143,,,,,,,,,,,,,,,,7.3,6.7,7.7,0,1.975,2.266666667,NB,1008,23485,11250,,,,80,80,,,,,,19.22480782,,0.098390902,18,19,101,104.5,0.3,0.1,0.2,0.3,0.1,0.2,1.2,0.4,1.2,0.6,0.85
12/31/16,2016,201612,12,5,,2016125,2.59,NE,61,71,71,5.852,6720,60.99692308,,,,,,,,,,,,,,,,7.6,7.3,7.2,0,1.4,1.581818182,NB,1180,21394,11250,,,,75,80,,,,,,18.88203674,,0.121978655,18,19,82.5,85.5,0.4,0.9,0.65,0.5,0.9,0.7,0.2,,0.3,,
1/1/17,2017,20171,1,1,,201711,0.22,NW,67,73,73,7.837,7840,53.1,,,,,,,,,,,,,,,,7.3,7,6.8,0,0.766666667,1.608333333,NB,2671,19955,11250,,,,,,,,,,,18.63137645,,0.159445389,18,19,85,87.5,0.8,0.2,0.5,0.8,0.2,0.5,,0.2,,0.2,
1/2/17,2017,20171,1,2,,201712,0.85,NW,74,75,75,7.082,10880,81.6,,,,,,,,,,,,,,,,7.4,6.8,7,0,1.291666667,1.841666667,JS,2808,19847,11250,,,,60,65,,,,,,18.46397107,,0.191438723,18,19,80,85,0.8,0.8,0.8,0.8,0.9,0.85,1.2,0.2,1.2,0.2,0.7
1/3/17,2017,20171,1,2,,201712,0,NW,72,73,73,5.53,4960,47.62676311,60,47,2.8,129.1,2638.07544,94,80,2,92.2,4243.0584,10,0.08,3.7,457.512384,3,7.4,6.8,7.3,0,2.033333333,3.1,JS,2740,21409,11250,3640,3840,10500,54,55,145.7904075,0.696,0.703,,,17.0289018,,0.183444446,18,18,80,85,1.8,1.3,1.55,1.9,1.3,1.6,2.4,0.2,1.2,0.2,1
1/4/17,2017,20171,1,2,,201712,0,NE,62,73,73,3.968,7520,100.5823678,,,,,,,,,,,,,,,,7.7,6.8,7,0,2.483333333,3.058333333,GB,2641,22458,11250,,,,55,55,,,,,,16.66879268,,0.193486207,18,19,83,86,1.8,1,1.4,2.1,1,1.55,1.2,0.2,1.2,0.3,0.725
1/5/17,2017,20171,1,2,,201712,0.02,NE,55,73,73,3.368,7840,123.5323442,76,26,4,112.4,2023.6176,105,,2,56.2,2894.8974,12,0.11,3.1,334.177962,2,7.5,6.7,6.9,0,2.45,3.158333333,GB,2917,21399,11250,4920,4840,9200,71,75,149.6338104,,,,,17.69063401,,0.151655131,18,19,82.5,86,0.6,0.5,0.55,0.6,0.6,0.6,1.2,0.2,1.2,0.3,0.725
1/6/17,2017,20171,1,2,,201712,0.21,NE,38,69,69,3.367,8000,126.0534125,,,,,,,,,,,,,,,,7.4,6.5,6.9,0,2.716666667,3.266666667,CL,2334,23838,11250,,,,71,74,,,,,,16.82173458,,0.157044108,18,19,80,85,0.4,1.1,0.75,0.4,1.1,0.75,1.2,0.2,1.2,0.2,0.7
1/7/17,2017,20171,1,2,,201712,0.01,NE,36,68,68,3.435,7520,116.0790698,,,,,,,,,,,,,,,,7.4,6.8,7.1,0,2.5,3.2,CL,2326,21629,11250,,,,72,72,,,,,,16.94783209,,0.146817782,18,19,80,85,0.8,1.7,1.25,0.7,1.8,1.25,1.2,0.2,1.4,0.2,0.75
1/8/17,2017,20171,1,2,,201712,0.01,NE,43,68,68,3.38,8160,128.1940828,,,,,,,,,,,,,,,,7.3,6.6,6.8,0,2.366666667,3.383333333,CL,2389,47213,11250,,,,70,70,,,,,,14.94114109,,0.127892716,18,19,80,85,1.3,1.7,1.5,1.5,1.9,1.7,1.2,0.2,1.2,0.4,0.75
1/9/17,2017,20171,1,3,,201713,0,SE,58,70,70,3.056,7200,124.9411765,,,,,,,,,,,,,,,,7.6,7,7.5,0,2.108333333,3.016666667,NB,1445,20026,11250,,,,70,72,,,,,,15.05386771,,0.110834696,18,19,105,107.5,1.5,0.7,1.1,1.7,0.6,1.15,1.2,0.2,1.2,0.2,0.7
1/10/17,2017,20171,1,3,,201713,0,SW,69,72,73,2.682,7040,139.4865672,680,70,4,89.4,15109.4112,572,124,2,44.7,12740.184,19,0.08,1.8,422.884704,2,7.6,6.8,7.7,0,1.916666667,2.625,NB,1019,12691,11250,4240,4280,11900,55,58,132.6154999,0.704,0.719,,,14.63638489,,0.311464405,18,19,81,84.5,1.7,0.9,1.3,1.9,1.2,1.55,2,0.3,2,0.2,1.125
1/11/17,2017,20171,1,3,,201713,0,SW,73,72,72,2.761,8480,163.1478261,,,,,,,,,,,,,,,,7.4,6.9,7.5,0,2.025,2.818333333,JS,1040,18674,11250,,,,56,56,,,,,,15.7679818,,0.295268791,18,19,80,85,0.9,1.4,1.15,0.9,1.4,1.15,1.3,0.2,1.2,0.1,0.7
1/12/17,2017,20171,1,3,,201713,0,SW,76,72,72,2.527,7360,154.4727273,198,122,4,84.4,4093.4388,161,,2.1,44.3,3352.82178,18,0.79,16.7,363.134442,2,7.6,6.8,7.5,0,2.241666667,2.966666667,JS,1014,20896,11250,4200,3360,12000,48,49,130.0595238,,,,,14.39154641,,0.349593115,18,19,80,85,0.7,0.7,0.7,0.8,0.8,0.8,1.2,0.2,1.2,0.2,0.7
1/13/17,2017,20171,1,3,,201713,0,SE,75,73,73,2.5,6880,146.1312,,,,,,,,,,,,,,,,7.6,6.9,6.9,0,2.458333333,3.033333333,GB,1121,19452,11250,,,,50,52,,,,,,12.59153568,,0.335260126,18,19,82.5,85,1,0.8,0.9,1,0.9,0.95,2,4.2,1.2,4.2,2.9
1/14/17,2017,20171,1,3,,201713,0,SE,73,73,73,2.356,6880,154.8,,,,,,,,,,,,,,,,7.6,6.9,6.8,0,2.275,3.183333333,GB,1147,18973,11250,,,,58,63,,,,,,12.9415903,,0.317467451,18,19,81,85,0.6,1.3,0.95,0.7,1.3,1,2.4,0.2,2.4,0.2,1.3
1/15/17,2017,20171,1,3,,201713,0,SE,73,73,73,2.322,7520,172.1172414,,,,,,,,,,,,,,,,7.7,6.9,7.1,0,2.658333333,3.175,GB,1172,21372,11250,,,,57,61,,,,,,12.98543313,,0.300004270,18,19,81,85,0.6,1.3,0.95,0.6,1.3,0.95,1.2,0.2,1.2,0.2,0.7
1/16/17,2017,20171,1,4,,201714,0.01,SW,78,73,73,2.444,7680,167.1344262,,,,,,,,,,,,,,,,7.5,6.6,6.9,0,2.491666667,3.225,CL,995,22395,11250,,,,65,67,,,,,,15.00759052,,0.289789957,18,19,80,85,0.5,1.4,0.95,0.6,1.5,1.05,1.2,0.2,1.2,0.4,0.75
1/17/17,2017,20171,1,4,,201714,0,SW,78,73,73,2.403,7360,162.84,224,79,4.8,96.1,4387.5072,210,140,2.5,50,4153.32,22,0.15,3,437.3496,13,7.4,6.6,7.4,0,2.466666667,3.158333333,CL,1107,17325,11250,3960,4040,12500,63,61,155.0405041,0.725,0.72,,,14.99638999,,0.146891951,18,19,80,85,0.4,1.2,0.8,0.4,1.3,0.85,1.2,0.2,1.2,0.2,0.7
1/18/17,2017,20171,1,4,,201714,0,SW,74,77,77,2.392,6880,152.8569038,,,,,,,,,,,,,,,,7.6,6.8,7.8,0,2.141666667,2.613333333,NB,1574,20575,11250,,,,58,58,,,,,,13.71234192,,0.143752146,18,19,81,85,0.7,1.4,1.05,0.7,1.6,1.15,1.2,0.2,1.2,0.2,0.7
1/19/17,2017,20171,1,4,,201714,1.47,SW,69,75,75,7.586,7680,53.72964427,204,88,13,822.9,12090.4146,133,,6.4,405.1,8013.85596,13,3.3,208.9,614.01582,44,7.2,7.1,6.2,0,1.266666667,1.708333333,NB,2278,0,11250,3280,3880,9100,56,62,165.2627609,,,,,15.51456057,,0.177155326,18,19,80,85,0.7,0.7,0.7,0.7,0.8,0.75,1.2,0.2,1.2,0.2,0.7
1/20/17,2017,20171,1,4,,201714,0,SW,77,73,73,4.802,8480,93.81,,,,,,,,,,,,,,,,7.5,6.8,7.9,0,1.391666667,2.608333333,JS,2981,20193,11250,,,,22,24,,,,,,15.56114913,,0.195676110,18,19,80,85,1.2,0.5,0.85,1.3,0.6,0.95,0.6,0.2,0.6,0.2,0.4
1/21/17,2017,20171,1,4,,201714,0.42,SW,77,73,73,6.315,8000,67.21518987,,,,,,,,,,,,,,,,7.5,6.9,7.3,0,1.808333333,2.316666667,JS,2668,20097,11250,,,,25,26,,,,,,15.20593883,,0.227564069,18,19,80,85,1.4,0.9,1.15,1.4,1,1.2,1.2,0.2,1.2,0.1,0.675
1/22/17,2017,20171,1,4,,201714,0,SW,68,73,73,4.167,7680,97.79568345,,,,,,,,,,,,,,,,7.4,6.9,7.8,0,2.266666667,3.033333333,JS,2849,19092,11250,,,,26,26,,,,,,15.05996668,,0.242461221,18,19,80,85,1.2,0.7,0.95,1.4,0.8,1.1,2.4,0.2,1.2,0.2,1
1/23/17,2017,20171,1,5,,201715,0,NW,65,73,73,3.401,6880,107.4494118,,,,,,,,,,,,,,,,7.7,6.8,7,0,2.425,2.966666667,GB,1498,19789,11250,,,,52,54,,,,,,15.12243084,,0.250191635,18,19,103,110,1,2.1,1.55,1.1,2.1,1.6,1.2,0.2,1.2,0.2,0.7
1/24/17,2017,20171,1,5,,201715,0,NW,69,73,73,3.058,8000,138.8235294,172,46,4,102.1,4287.4272,137,98,2,51,3445.254,34,0.36,9.2,858.506256,2000,7.5,7.1,7,0,2.077777778,3.022222222,GB,1093,15472,11250,4000,3840,8700,63,64,162.0833333,0.716,0.677,,,17.39464042,,0.210860835,18,19,82.5,86,0.6,0.9,0.75,0.6,0.9,0.75,1.2,1.8,1.2,1.2,1.35
1/25/17,2017,20171,1,5,,201715,0.03,S,73,73,73,2.934,6720,121.7856655,,,,,,,,,,,,,,,,7.4,6.8,7.1,0,2.333333333,2.933333333,CL,1037,17258,11250,,,,60,62,,,,,,18.32189866,,0.214449390,18,19,80,85,0.7,1.2,0.95,0.6,1.3,0.95,1.2,0.4,1.2,0.4,0.8
1/26/17,2017,20171,1,5,,201715,0.01,NE,71,72,72,2.652,6880,137.8596226,164,68,3,66.3,3558.261,138,,2.5,55.3,2994.6855,29,0.19,4.2,636.72981,2,7.4,6.8,7.5,0,2.408333333,2.835,CL,1048,19585,11250,4160,4360,10200,75,75,176.1534051,,,,,19.33147154,,0.169606453,18,19,80,85,0.8,1.1,0.95,0.8,1.2,1,1.4,0.2,1.2,0.2,0.75
1/27/17,2017,20171,1,5,,201715,0,NE,47,70,70,2.532,6560,137.6822134,,,,,,,,,,,,,,,,7.7,6.8,7.2,0,2.883333333,3.15,NB,973,200068,11250,,,,77,80,,,,,,9.095358665,,0.155519125,18,19,102.5,107.5,1,1.4,1.2,1,1.6,1.3,1.4,0.3,1.2,0.3,0.8
1/28/17,2017,20171,1,5,,201715,0,NW,53,70,70,2.414,6880,151.5883817,,,,,,,,,,,,,,,,7.6,6.7,6.9,0,2.5,3.32,NB,1148,20000,11250,,,,70,70,,,,,,9.124071619,,0.131254170,18,19,100,104.5,1.3,2.5,1.9,1.4,2.9,2.15,0.8,0.2,0.8,0.2,0.5
1/29/17,2017,20171,1,5,,201715,0,NW,59,70,70,2.396,7200,159.3,,,,,,,,,,,,,,,,7.5,6.8,6.9,0,2.225,2.708333333,NB,1030,17846,11250,,,,72,73,,,,,,9.224077134,,0.120269779,18,19,82.5,85.5,1.1,0.3,0.7,1.2,0.3,0.75,1.2,0.2,1.2,0.2,0.7
1/30/17,2017,20171,1,6,,201716,0,SW,70,71,71,2.396,5920,130.98,,,,,,,,,,,,,,,,7.4,6.8,7.6,0,2.333333333,2.641666667,JS,1090,19823,11250,,,,66,74,,,,,,9.22201768,,0.114063908,18,19,80,85,1,1.1,1.05,1.1,1.3,1.2,1.2,0.2,1.2,0.2,0.7
1/31/17,2017,20171,1,6,,201716,0,SW,73,71,71,2.335,6080,137.9692308,208,62,3.3,64.4,3994.84332,220,139,2.2,42.9,4250.49768,24,0.08,1.6,466.813152,10,7.4,6.5,7.8,0,2.258333333,2.666666667,JS,989,22254,11250,4600,4040,12500,71,71,165.0452002,0.663,0.696,,,8.452430902,,0.139425255,18,19,80,85,0.6,1.1,0.85,0.6,1.1,0.85,1.4,0.2,1.2,0.2,0.75
2/1/17,2017,20172,2,1,,201721,0,SW,72,72,72,2.372,6400,143.3924051,,,,,,,,,,,,,,,,7.5,6.8,7.3,0,2.516666667,3.011666667,GB,1070,0,11250,,,,68,69,,,,,,8.441280683,,0.135004069,18,19,102.5,105.5,0.8,0.7,0.75,0.9,1.3,1.1,1.2,0.8,1.2,0.6,0.95
2/2/17,2017,20172,2,1,,201721,0,S,76,72,72,2.273,6240,145.9665198,188,48,2.7,51.1,3508.06254,184,,2,37.9,3445.5876,27,0.09,1.7,509.454738,2,7.6,6.5,6.7,0,2.558333333,3.216666667,GB,1059,17891,11250,4400,4440,11100,65,72,154.9447174,,,,,8.583443348,,0.146238328,18,19,80,85,1.2,1.6,1.4,1.2,1.8,1.5,1.2,0.3,1.2,0.2,0.725
2/3/17,2017,20172,2,1,,201721,0,NE,59,71,72,2.135,6880,170.7140187,,,,,,,,,,,,,,,,7.7,6.7,7,0,3.225,3.266666667,JS,998,15497,11250,,,,68,72,,,,,,8.380450282,,0.142827267,18,19,80,85,0.7,1.3,1,0.7,1.4,1.05,1.2,0.2,1.2,0.2,0.7
2/4/17,2017,20172,2,1,,201721,0,SE,57,70,70,2.115,7200,180.3396226,,,,,,,,,,,,,,,,7.5,6.7,7.9,0,2.663636364,3.1,JS,2125,28574,11250,,,,70,70,,,,,,18.19156299,,0.140290837,18,19,100,105,1.6,2.8,2.2,2,2.6,2.3,1.4,0.2,1.2,0.2,0.75
2/5/17,2017,20172,2,1,,201721,0,SW,75,72,72,2.207,6240,149.9294118,,,,,,,,,,,,,,,,7.4,,7.1,0,2.708333333,2.975,JS,1031,19973,1250,,,,71,72,,,,,,18.2012298,,0.138629037,18,19,80,85,1.5,1.6,1.55,1.6,1.6,1.6,1.2,0.3,1.2,0.2,0.725
2/6/17,2017,20172,2,2,,201722,0,SW,73,75,75,2.249,6720,158.592,,,,,,,,,,,,,,,,7.5,6.8,7.8,0,2.866666667,3.133333333,NB,970,14382,11250,,,,72,70,,,,,,18.64699968,,0.137317091,18,19,102.5,105,1,2.1,1.55,1,2.4,1.7,1.2,0.2,1.2,0.2,0.7
2/7/17,2017,20172,2,2,,201722,0.21,SW,73,77,77,2.483,6560,140.4580645,94,78,4,82.7,1861.488,203,152,2,41.4,4157.3232,70,0.98,20.3,1427.554464,4,7.5,6.8,6.8,0,2.158333333,2.6,NB,1011,18236,11250,4160,4320,10000,71,73,169.8272792,0.708,0.738,,,19.55753955,,0.125879330,18,19,80,84.5,0.8,1.4,1.1,0.8,1.5,1.15,8.4,0.4,7.2,0.3,4.075
2/8/17,2017,20172,2,2,,201722,0,SW,77,76,76,2.285,6560,152.7789474,,,,,,,,,,,,,,,,7.4,6.9,7.8,0,2.5,2.441666667,JS,1059,31095,11250,,,,72,72,,,,,,19.51807826,,0.125164106,18,19,80,85,0.7,1.3,1,0.8,1.4,1.1,1.4,0.4,1.2,0.3,0.825
2/9/17,2017,20172,2,2,,201722,0,SE,68,73,73,2.123,6720,168.3169811,218,66,4,70.7,3783.6912,256,,2.4,42.4,4483.85088,38,0.2,3.5,668.33424,2,7.4,6.6,7.4,0,2.625,3.125,JS,1262,29859,11250,3920,4040,9300,71,74,182.1453829,,,,,16.46720244,,0.154907212,18,19,80,85,0.4,1.3,0.85,0.3,1.3,0.8,1.2,0.2,1.2,0.2,0.7
2/10/17,2017,20172,2,2,,201722,0,SE,73,73,73,2.174,6080,148.7778802,,,,,,,,,,,,,,,,7.7,6.8,6.7,0,2.75,2.991666667,GB,1049,25739,11250,,,,69,71,,,,,,16.07862618,,0.155205111,18,19,82.5,85,1.1,2.1,1.6,1,2,1.5,1.2,0.8,1.2,0.6,0.95
2/11/17,2017,20172,2,2,,201722,0,SW,76,73,73,2.171,6560,160.5235023,,,,,,,,,,,,,,,,7.5,6.7,6.9,0,2.725,3.116666667,JS,1103,29871,11250,,,,68,70,,,,,,14.9508546,,0.155701608,18,19,80,85,1.1,1.32,1.21,1,1.4,1.2,1.2,0.2,1.2,0.2,0.7
2/12/17,2017,20172,2,2,,201722,0,SW,78,73,73,2.16,6400,157.3333333,,,,,,,,,,,,,,,,7.7,6.5,7,0,2.541666667,3.033333333,GB,1157,27931,11250,,,,69,70,,,,,,14.99665601,,0.155205111,18,19,82.5,85,1.1,1.4,1.25,1.1,1.3,1.2,1.2,0.2,1.2,0.2,0.7
2/13/17,2017,20172,2,3,,201723,0,NE,72,72,72,2.138,7040,174.6841121,,,,,,,,,,,,,,,,7.5,6.4,6.8,0,2.241666667,2.716666667,CL,1037,18274,11250,,,,70,75,,,,,,15.12446906,,0.154112816,18,19,80,85,0.8,1.6,1.2,0.7,1.5,1.1,1.2,0.2,1.2,0.2,0.7
2/14/17,2017,20172,2,3,,201723,0.31,SE,75,72,72,2.325,6240,142.8206897,176,78,8.5,164.5,3240.924,209,149,5.7,110.3,3933.61104,33,0.42,8.1,630.383904,4,7.6,6.3,7,0,2.515,2.808333333,CL,1057,27184,11250,4120,4120,9600,70,70,169.9029126,0.725,0.745,,,14.07822673,,0.154246842,18,19,80,85,0.7,1,0.85,0.7,0.9,0.8,1.2,0.4,1.4,0.4,0.85
2/15/17,2017,20172,2,3,,201723,0.02,NE,53,72,72,2.196,6880,166.0581818,,,,,,,,,,,,,,,,7.5,6.6,6.4,0,1.983333333,2.475,NB,1502,41328,11250,,,,72,72,,,,,,12.70391477,,0.153443473,18,19,102.5,105,0.8,2,1.4,0.7,2,1.35,1.4,0.2,1.4,0.2,0.8
2/16/17,2017,20172,2,3,,201723,0,SW,60,72,72,2.097,6560,165.8742857,385,84,6.5,113.8,6629.049,378,,3.8,66.6,6553.7388,46,0.17,3,802.66662,3,7.7,6.7,7,0,2.25,2.466666667,NB,1560,28825,11250,3040,2840,6700,28,28,95.34840623,,,,,12.83534038,,0.221944846,18,19,82.5,85,1.9,1.8,1.85,1.9,1.9,1.9,1.5,0.2,1.4,0.2,0.825
2/17/17,2017,20172,2,3,,201723,0.15,SW,59,72,72,2.174,6720,164.4387097,,,,,,,,,,,,,,,,7.6,6.5,6.8,0,2.566666667,3.133333333,JS,1044,22300,11250,,,,22,22,,,,,,13.13109165,,0.221944846,18,19,80,85,1,1.1,1.05,1,1.1,1.05,2.9,0.2,2.9,0.2,1.55
2/18/17,2017,20172,2,3,,201723,0,SE,73,72,72,2.13,6240,155.5605634,,,,,,,,,,,,,,,,7.6,6.6,6.4,0,2.525,2.675,JS,1118,20627,11250,,,,21,21,,,,,,13.42208158,,0.221363077,18,19,80,85,0.5,1.3,0.9,0.6,1.2,0.9,1.4,0.2,1.4,0.2,0.8
2/19/17,2017,20172,2,3,,201723,0,SE,77,72,72,2.13,6240,155.5605634,,,,,,,,,,,,,,,,7.5,6.5,7.3,0,2.566666667,2.716666667,JS,1023,22790,11250,,,,19,20,,,,,,13.84626058,,0.220926750,18,19,80,85,0.8,1.3,1.05,0.6,1.3,0.95,2.9,0.2,1.4,0.2,1.175
2/20/17,2017,20172,2,4,,201724,1.47,SE,74,74,74,3.387,5920,92.72920354,,,,,,,,,,,,,,,,7.7,6.7,7.2,0,2.183333333,2.533333333,GB,1058,17492,11250,,,,20,21,,,,,,14.44310017,,0.239107029,18,19,102,105.5,1.1,1.2,1.15,1,1.2,1.1,1.2,4.8,1.2,4.8,3
2/21/17,2017,20172,2,4,,201724,0.48,SE,65,74,74,7.179,7520,55.61448468,94,40,16,958.1,4670.7336,137,77,6.2,371.3,7832.46096,7,0.22,13.2,405.994536,13,7.5,6.8,7.2,0,0.9,1.408333333,GB,2548,18841,11250,,,,,,,,,,,13.59815288,,,18,19,87.5,90,0.3,0.5,0.4,0.2,0.5,0.35,,0.2,,0.2,
2/22/17,2017,20172,2,4,,201724,0,NE,70,73,73,3.686,7360,105.9121951,,,,,,,,,,,,,,,,7.6,6.8,7.5,0,1.375,2.541666667,JS,975,19243,11250,,,,25,28,,,,,,13.53603538,,,18,19,80,85,0.9,1.2,1.05,1,1.2,1.1,1.2,0.2,1.2,0.2,0.7
2/23/17,2017,20172,2,4,,201724,0,SW,76,72,72,2.898,6560,120.1158621,176,62,2.8,67.7,4189.0152,164,,2.4,58,3908.4576,14,0.2,4.8,333.7668,2,7.3,6.7,7.4,0,2.491666667,3.083333333,JS,965,19746,11250,2560,2880,9100,28,34,113.7152778,,,,,13.07345598,,,18,19,80,85,0.7,1.3,1,0.7,1.5,1.1,1.2,0.2,1.2,0.2,0.7
2/24/17,2017,20172,2,4,,201724,0,SW,74,77,77,2.77,6880,131.8873646,,,,,,,,,,,,,,,,7.6,6.6,7.4,0,2.483333333,2.833333333,NB,968,18957,11250,,,,28,35,,,,,,11.49466036,,,18,19,83,86,0.4,1.9,1.15,0.3,1.9,1.1,1.2,0.2,1.2,0.2,0.7
2/25/17,2017,20172,2,4,,201724,0,NE,64,73,72,2.385,7040,157.0689076,,,,,,,,,,,,,,,,7.5,6.6,7.2,0,2.509090909,2.790909091,NB,1186,18631,11250,,,,33,33,,,,,,11.71058145,,,18,19,100,105,0.9,2.8,1.85,1,2.8,1.9,1.2,0.3,1.2,0.2,0.725
2/26/17,2017,20172,2,4,,201724,0,E,69,73,73,2.3,6560,151.4504348,,,,,,,,,,,,,,,,7.4,6.6,,0,2.366666667,3.016666667,NB,1049,0,11250,,,,23,23,,,,,,13.177,,,18,19,81.5,85,1,1.4,1.2,1,1.3,1.15,2.4,0.2,4.8,0.2,1.9
2/27/17,2017,20172,2,5,,201725,0,SW,79,75,75,2.493,7040,150.1301205,,,,,,,,,,,,,,,,7.3,6.6,7.5,0,2.141666667,2.891666667,JS,1070,19389,11250,,,,23,23,,,,,,13.42601286,,,18,19,80,85,1,1.1,1.05,1,1.2,1.1,1.2,0.1,1.2,0.1,0.65
2/28/17,2017,20172,2,5,,201725,0,SW,79,75,75,2.252,6240,147.264,128,61,4,75.1,2326.86,152,111,2,37.5,2814.75,18,0.08,1.5,336.2688,2,7.3,6.7,7.6,0,2.65,2.858333333,JS,1044,19946,11250,,,,24,24,,0.682,0.7,,,13.75717283,,0.202978572,18,19,80,85,0.7,1.2,0.95,0.7,1.2,0.95,1.2,0.1,1.2,0.1,0.65
